"","Reference.Type","Record.Number","Author","Year","Title","Journal","Volume","Issue","Pages","Short.Title","Label","Editor","Book.Title","City","Publisher","Short.Title..A.new.bat..Chiroptera","Date","Number.of.Pages","Academic.Department","University","Advisor","Thesis.Type","Series.Title","Notes","Last.Update.Date","Type.of.Medium","URL","Accession.Number","Series.Editor"
"746"," Journal Article","813","C. A. Reed and T. Downs","1958","A fossorial mammal of unknown affinities from the middle Miocene fauna of Nevada","Journal of Mammalogy","39","1","87-91","A fossorial mammal of unknown affinities from the middle Miocene fauna of Nevada","524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747"," Journal Article","812","E. R. Hall","1929","A second new genus of hedgehog from the Pliocene of Nevada","University of California Publications in Geological Sciences","18","8","227-231","A second new genus of hedgehog from the Pliocene of Nevada","523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748"," Journal Article","811","J. R. Firby","1966","New non-marine Mollusca from the Esmeralda Formation, Nevada","Proceedings of the California Academy of Sciences","33","14","453-479","New non-marine Mollusca from the Esmeralda Formation, Nevada","522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749"," Journal Article","810","C. Stefen","2001","Barstovian (Miocene) beavers from Stewart Valley, Nevada, and a discussion of the genus Monosaulax based on tooth morphology","PaleoBios","21","1","1-14","Barstovian (Miocene) beavers from Stewart Valley, Nevada, and a discussion of the genus Monosaulax based on tooth morphology","521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750"," Journal Article","809","P. Teilhard de Chardin and R. A. Stirton","1934","A correlation of some Miocene and Pliocene mammalian assemblages in North America and Asia, with a discussion of the Mio-Pliocene boundary","University of California Publications in Geological Sciences","23","8","277-290","A correlation of some Miocene and Pliocene mammalian assemblages in North America and Asia, with a discussion of the Mio-Pliocene boundary","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751"," Journal Article","808","E. R. Hall","1927","Species of the mammalian subfamily Bassariscinae","University of California Publications in Geological Sciences","16","11","435","Species of the mammalian subfamily Bassariscinae","519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752"," Journal Article","807","J. C. Merriam","1916c","Tertiary vertebrate fauna from the Cedar Mountain region of western Nevada","University of California Publications in Geological Sciences","9","13","161-198","Tertiary vertebrate fauna from the Cedar Mountain region of western Nevada","518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753"," Journal Article","806","C. Stock","1936","A Pliomastodon skull from the Thousand Creek beds, northwestern Nevada","Contributions to Paleontology, Carnegie Institution of Washington","473","3","35-39","A Pliomastodon skull from the Thousand Creek beds, northwestern Nevada","517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754"," Journal Article","805","J. H. Hutchison","1987","Moles of the Scapanus latimanus group (Talpidae, Insectivora) from the Pliocene and Pleistocene of California","Contributions in Science, Los Angeles County Museum","386",NA,"1-15","Moles of the Scapanus latimanus group (Talpidae, Insectivora) from the Pliocene and Pleistocene of California","516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755"," Journal Article","804","R. A. Stirton","1940b","Phylogeny of North American Equidae","University of California Publications in Geological Sciences","25","4","163-197","Phylogeny of North American Equidae","515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756"," Journal Article","803","E. R. Hall","1930b","Rodents and lagomorphs from the later Tertiary of Fish Lake Valley, Nevada","University of California Publications in Geological Sciences","19","12","295-312","Rodents and lagomorphs from the later Tertiary of Fish Lake Valley, Nevada","514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757"," Journal Article","802","R. A. Stirton","1944","Comments on the relationships of the cervoid family Palaeomerycidae","American Journal of Science","242","12","633-655","Comments on the relationships of the cervoid family Palaeomerycidae","513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758"," Journal Article","801","J. W. Gidley","1908","Notes on a collection of fossil mammals from Virgin Valley, Nevada","University of California Publications in Geological Sciences","5","15","235-242","Notes on a collection of fossil mammals from Virgin Valley, Nevada","512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759"," Journal Article","800","E. L. Furlong","1934","New merycodonts from the upper Miocene of Nevada","Contributions to Paleontology, Carnegie Institution of Washington","453","1","1-10","New merycodonts from the upper Miocene of Nevada","511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760"," Journal Article","798","E. M. Butterworth","1916","A new mustelid from the Thousand Creek Pliocene of Nevada","University of California Publications in Geological Sciences","10","2","21-24","A new mustelid from the Thousand Creek Pliocene of Nevada","509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761"," Journal Article","797","L. R. Dice","1917","Systematic position of several American Tertiary lagomorphs","University of California Publications in Geological Sciences","10","12","179-183","Systematic position of several American Tertiary lagomorphs","508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762"," Journal Article","796","J. C. Merriam","1909","The occurrence of strepsicerine antelopes in the Tertiary of northwestern Nevada","University of California Publications in Geological Sciences","5","22","319-330","The occurrence of strepsicerine antelopes in the Tertiary of northwestern Nevada","507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763"," Journal Article","795","J. C. Merriam","1915d","New species of the Hipparion group from the Pacific coast and Great Basin provinces of North America","University of California Publications in Geological Sciences","9","1","1-8","New species of the Hipparion group from the Pacific coast and Great Basin provinces of North America","506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764"," Journal Article","794","J. C. Merriam and C. Stock","1928","A further contribution to the mammalian fauna of the Thousand Creek Pliocene, northwestern Nevada","Contributions to Paleontology, Carnegie Institution of Washington","393",NA,"5-21","A further contribution to the mammalian fauna of the Thousand Creek Pliocene, northwestern Nevada","505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765"," Journal Article","793","R. W. Wilson","1937b","Pliocene rodents of western North America","Contributions to Paleontology, Carnegie Institution of Washington","487","2","21-73","Pliocene rodents of western North America","504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766"," Journal Article","792","A. E. Wood","1936d","Fossil heteromyid rodents in the collections of the University of California","American Journal of Science","32","188","112-119","Fossil heteromyid rodents in the collections of the University of California","503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767"," Journal Article","791","L. Kellogg","1910","Rodent fauna of the late Tertiary beds at Virgin Valley and Thousand Creek, Nevada","University of California Publications in Geological Sciences","5",NA,"421-437","Rodent fauna of the late Tertiary beds at Virgin Valley and Thousand Creek, Nevada","502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768"," Journal Article","790","E. L. Furlong","1910","An aplodont rodent from the Tertiary of Nevada","University of California Publications in Geological Sciences","5","25","397-403","An aplodont rodent from the Tertiary of Nevada","501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769"," Journal Article","788","J. C. Merriam","1911a","Tertiary mammal beds of Virgin Valley and Thousand Creek in northwestern Nevada.  Part II - Vertebrate faunas","University of California Publications in Geological Sciences","6","11","199-304","Tertiary mammal beds of Virgin Valley and Thousand Creek in northwestern Nevada.  Part II - Vertebrate faunas","499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770"," Journal Article","787","J. C. Merriam","1910","Tertiary mammal beds of Virgin Valley and Thousand Creek, in northwestern Nevada.  Part I - Geologic history","University of California Publications in Geological Sciences","6","2","21-53","Tertiary mammal beds of Virgin Valley and Thousand Creek, in northwestern Nevada.  Part I - Geologic history","498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771"," Journal Article","786","R. A. Stirton","1940a","The Nevada Miocene and Pliocene mammalian faunas as faunal units","Proceedings of the Pacific Science Congress","2",NA,"627-640","The Nevada Miocene and Pliocene mammalian faunas as faunal units","497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772"," Thesis","785","J. B. Vanderhill","1980","Geology and paleontology of the Patrick Buttes Sioux County, Nebraska, and Goshen County, Wyoming",NA,NA,NA,NA,"Geology and paleontology of the Patrick Buttes Sioux County, Nebraska, and Goshen County, Wyoming","496",NA,NA,"Lincoln",NA,NA,NA,"1-98","Geology","University of Nebraska",NA,"Masters",NA,NA,NA,NA,NA,NA,NA
"773"," Journal Article","784","M. E. Perkins, F. H. Brown, W. P. Nash, W. McIntosh and S. K. Williams","1998","Sequence, age, and source of silicic fallout tuffs in middle to late Miocene basins of the northern Basin and Range province","Geological Society of America Bulletin","110","3","344-360","Sequence, age, and source of silicic fallout tuffs in middle to late Miocene basins of the northern Basin and Range province","495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774"," Journal Article","783","K. Munthe","1981","Skeletal morphology and function of the Miocene rodent Schizodontomys harkseni","PaleoBios","35",NA,"1-33","Skeletal morphology and function of the Miocene rodent Schizodontomys harkseni","494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775"," Journal Article","781","C. C. Black","1960","A second record of the fossil rodent Palustrimus Wood","Breviora","131",NA,"1-3","A second record of the fossil rodent Palustrimus Wood","492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776"," Journal Article","779","J. D. Love","1956","Cretaceous and Tertiary stratigraphy of the Jackson Hole area, northwestern Wyoming","Wyoming Geological Association Guidebook, Eleventh Annual Field Conference","11",NA,"75-94","Cretaceous and Tertiary stratigraphy of the Jackson Hole area, northwestern Wyoming","490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777"," Journal Article","778","A. R. Tedrow, S. F. Robison, W. A. Akersten, W. W. Korth and C. C. Swisher","1999","Preliminary report of a new Hemphillian fauna from southeastern Idaho; part one, geology and Rodentia","Geological Society of America Abstracts with Programs","31","4","58","Preliminary report of a new Hemphillian fauna from southeastern Idaho; part one, geology and Rodentia","489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778"," Journal Article","777","B. J. MacFadden and M. E. Nelson","1980","Miocene three-toed horse from the Salt Lake Group of southeastern Idaho","Transactions of the Kansas Academy of Science","83","1","20-25","Miocene three-toed horse from the Salt Lake Group of southeastern Idaho","488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779"," Journal Article","776","H. E. Malde and H. A. Powers","1962","Upper Cenozoic stratigraphy of Western Snake River River Plain, Idaho","Geological Society of America Bulletin","73",NA,"1197-1220","Upper Cenozoic stratigraphy of Western Snake River River Plain, Idaho","487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780"," Journal Article","775","R. L. Konizeski","1958","Pliocene vertebrate fauna from the Bitterroot Valley, Montana, and its stratigraphic significance","Geological Society of America Bulletin","69",NA,"345-346","Pliocene vertebrate fauna from the Bitterroot Valley, Montana, and its stratigraphic significance","486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781"," Journal Article","774","E. S. Riggs","1899","The Mylagaulidae; an extinct family of sciuromorph rodents","Field Columbian Museum, Geological Series","1","4","182-187","The Mylagaulidae; an extinct family of sciuromorph rodents","485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782"," Journal Article","773","P. O. McGrew","1939","A new Amphicyon from the Deep River Miocene","Geological Series of Field Museum of Natural History","6","23","341-350","A new Amphicyon from the Deep River Miocene","484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783"," Journal Article","772","P. Leiggi","1991","New from members","Society of Vertebrate Paleontology News Bulletin","151",NA,"65","New from members","483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784"," Journal Article","771","D. L. Rasmussen","1973","Extension of the Middle Tertiary unconformity into western Montana","Northwest Geology","2",NA,"27-35","Extension of the Middle Tertiary unconformity into western Montana","482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785"," Journal Article","770","J. A. Dorr and W. H. Wheeler","1964","Cenozoic paleontology, stratigraphy, and reconnaissance geology of the Upper Ruby River Basin, southwestern Montana","Contributions from the Museum of Paleontology, The University of Michigan","13","12","297-339","Cenozoic paleontology, stratigraphy, and reconnaissance geology of the Upper Ruby River Basin, southwestern Montana","481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786"," Journal Article","766","C. W. Hibbard","1957b","Notes on late Cenozoic Shrews","Transactions of the Kansas Academy of Science","60","4","327-337","Notes on late Cenozoic Shrews","477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787"," Journal Article","765","W. D. Kuenzi and R. W. Fields","1971","Tertiary stratigraphy, structure, and geologic history, Jefferson Basin, Montana","Geological Society of America Bulletin","82",NA,"3373-3394","Tertiary stratigraphy, structure, and geologic history, Jefferson Basin, Montana","476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788"," Journal Article","764","C. W. Hibbard","1970","The Pliocene rodent Microtoscoptes disjunctus (Wilson) from Idaho and Wyoming","Contributions from the Museum of Paleontology, The University of Michigan","23","6","95-98","The Pliocene rodent Microtoscoptes disjunctus (Wilson) from Idaho and Wyoming","475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789"," Book Section","763","C. A. Repenning","1987","Biochronology of the microtine rodents of the United States",NA,NA,NA,"236-268","Biochronology of the microtine rodents of the United States","474","M. O. Woodburne","Cenozoic Mammals of North America; Geochronology and Biostratigraphy","Berkeley","University of California Press",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790"," Journal Article","762","C. W. Hibbard","1959","Late Cenozoic microtine rodents from Wyoming and Idaho","Papers of the Michigan Academy of Science, Arts, and Letters","44",NA,"3-39","Late Cenozoic microtine rodents from Wyoming and Idaho","473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791"," Journal Article","761","G. A. Izett","1975","Late Cenozoic sedimentation and deformation in northern Colorado and adjoining areas","Geological Society of America Memior","144",NA,"179-209","Late Cenozoic sedimentation and deformation in northern Colorado and adjoining areas","472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792"," Journal Article","757","F. B. Loomis","1925","Leptauchenia and Cyclopidius","American Journal of Science","209",NA,"241-249","Leptauchenia and Cyclopidius","468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793"," Journal Article","756","R. S. Lull","1922b","Primitive pecora in the Yale Museum","American Journal of Science","4","20","111-119","Primitive pecora in the Yale Museum","467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794"," Journal Article","755","F. B. Loomis","1933a","Three oreodont skeletons from the lower Miocene of the Great Plains","Geological Society of America Bulletin","44",NA,"723-734","Three oreodont skeletons from the lower Miocene of the Great Plains","466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795"," Journal Article","753","A. E. Wood","1937","Additional material from the Tertiary of the Cuyama Basin of California","American Journal of Science","33",NA,"29-43","Additional material from the Tertiary of the Cuyama Basin of California","464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796"," Journal Article","752","R. L. Armstrong, W. P. Leeman and H. E. Malde","1975","K-Ar dating, Quaternary and Neogene volcanic rocks of the Snake River plain, Idaho","American Journal of Science","275",NA,"225-251","K-Ar dating, Quaternary and Neogene volcanic rocks of the Snake River plain, Idaho","463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797"," Book Section","751","J. J. Becker and H. G. McDonald","1998","The Star Valley local fauna (early Hemphillian), southwestern Idaho",NA,"36",NA,"25-49","The Star Valley local fauna (early Hemphillian), southwestern Idaho","462","W. A. Akersten, H. G. McDonald, D. J. Meldrum and M. E. T. Flint","And Whereas . . . Papers on the Vertebrate Paleontology of Idaho Honoring John A. White, Vol 1","Pocatello","Idaho Museum of Natural History",NA,NA,NA,NA,NA,NA,NA,"Idaho Museum of Natural History Occasional Paper",NA,NA,NA,NA,NA,NA
"798"," Book Section","750","R. J. Zakrzewski","1998","Additional records of the giant marmot, Paenemarmota from Idaho",NA,"36",NA,"50-55","Additional records of the giant marmot, Paenemarmota from Idaho","461","W. A. Akersten, H. G. McDonald, D. J. Meldrum and M. E. T. Flint","And Whereas . . . Papers on the Vertebrate Paleontology of Idaho Honoring John A. White, Vol 1","Pocatello","Idaho Museum of Natural History",NA,NA,NA,NA,NA,NA,NA,"Idaho Museum of Natural History Occasional Paper",NA,NA,NA,NA,NA,NA
"799"," Book Section","749","A. R. Tedrow and J. E. Martin","1998","Plesiosorex (Mammalia; Insectivora) from the Miocene Imnaha Basalts of western Idaho",NA,"36",NA,"21-24","Plesiosorex (Mammalia; Insectivora) from the Miocene Imnaha Basalts of western Idaho","460","W. A. Akersten, H. G. McDonald, D. J. Meldrum and M. E. T. Flint","And Whereas . . . Papers on the Vertebrate Paleontology of Idaho Honoring John A. White, Vol 1","Pocatello","Idaho Museum of Natural History",NA,NA,NA,NA,NA,NA,NA,"Idaho Museum of Natural History Occasional Paper",NA,NA,NA,NA,NA,NA
